reshuffle_final,reshuffle_mdd,bootstrap_final,bootstrap_mdd,block_final,block_mdd
63825.930775271125,-0.0071804901516885344,58357.84114407832,-0.008792811560116687,56716.96160717222,-0.017602403498213848
63825.93077527137,-0.006801436456162269,63910.6283353403,-0.008438119673896183,53040.175756255405,-0.013764020702791369
63825.93077527152,-0.007091340453440398,53089.829874523966,-0.008851100888538022,56555.60119808511,-0.015710704662031394
63825.93077527129,-0.008191461216623508,57663.9592124657,-0.008166743269598764,85221.17324301842,-0.012352900224346874
63825.930775270695,-0.005445133097300547,57949.92612243177,-0.009879058653109563,84308.53329695684,-0.015262678612579794
63825.93077527154,-0.00786233740511344,75660.90573688896,-0.008568732386547984,55665.27470789444,-0.015340299342051944
63825.93077527144,-0.009888749041443878,54812.440124409324,-0.005699978503339143,54105.70470572667,-0.017803099323255633
63825.93077527091,-0.006937453171423136,67623.09753579771,-0.007773263139164821,51707.0988709775,-0.0159299587795535
63825.930775271445,-0.006831795444787181,61584.35524336655,-0.007672883511888218,63554.36155554764,-0.018122437041620643
63825.930775271205,-0.010121166316722885,63918.92831372204,-0.006921125389432681,67970.60753336623,-0.014292257383839324
63825.93077527105,-0.008963471459909056,60701.71410740987,-0.010438747885394672,59048.11021044557,-0.012473535639648037
63825.93077527146,-0.007311598766007177,58697.843692976654,-0.007170112457517752,71622.23361012236,-0.017811259245238964
63825.93077527107,-0.006468987165408224,67783.9161727094,-0.010047204785273434,48315.41948954165,-0.017767436033422013
63825.930775271074,-0.007693828241210454,77598.58058530906,-0.006520129883297199,71456.22139953217,-0.013407210534299052
63825.93077527119,-0.011958424616211882,68317.50003775016,-0.0064769584004668035,50838.75678728389,-0.013038339738426497
63825.93077527169,-0.007019596102100234,64239.69715226593,-0.00973745331566045,86561.88794211918,-0.012612836230635915
63825.93077527133,-0.007038950660213983,64183.28848140877,-0.006241114720075491,41707.12729594208,-0.013990124516700564
63825.93077527109,-0.009325448094034239,59698.773099864244,-0.007576326775808662,72461.35030364162,-0.011796610882016112
63825.93077527129,-0.007899659885775123,70971.46554896938,-0.008806082400040438,58851.78057262517,-0.01883970051367334
63825.93077527111,-0.0070281339214529615,67906.84659839154,-0.008309696154879753,55364.340726186376,-0.013226948143301609
63825.93077527154,-0.007814140430565386,74449.65930406516,-0.0071741210707834124,53015.36977731509,-0.01659876209910316
63825.93077527159,-0.009513353110437106,66556.94617604036,-0.009766304000161208,56902.942563492965,-0.014538824555873298
63825.93077527154,-0.008501858704749066,62831.716256398504,-0.009583363114066268,77929.10889940125,-0.015490141880588282
63825.930775271205,-0.007275310884924724,67027.69428434911,-0.009268471537336564,53618.85118261459,-0.01789909684588864
63825.93077527115,-0.007573458912978892,62790.13687544981,-0.006853469331500994,78333.75484841541,-0.015310870391767595
63825.930775271205,-0.006435789402450043,66293.11979223773,-0.007727625267642035,56031.22480049126,-0.014426422044785392
63825.93077527117,-0.007931897767321172,68275.03269388911,-0.007171953269829445,58173.221341200784,-0.016379139717248692
63825.9307752711,-0.0067538948716007186,65331.10878483083,-0.006923250426650096,68586.79343760738,-0.014542108956374089
63825.93077527113,-0.006910887969580837,58440.037648644684,-0.006451169234275245,57861.68259232471,-0.01450295213867936
63825.93077527114,-0.006071440877765788,62920.25778240411,-0.00819040210176003,57875.02461379229,-0.012729379478931047
63825.93077527093,-0.006310607247950406,66504.80556820788,-0.006545296088621311,72718.95954046804,-0.012228317150821733
63825.93077527109,-0.007855369789911082,61244.452863924496,-0.008103474457661686,61201.0310346991,-0.015363500032629873
63825.93077527141,-0.006836693227217472,62338.89755288313,-0.008135636122823642,67318.79851094511,-0.018562015380619745
63825.93077527082,-0.00832065159064832,60352.421759321805,-0.006815285675373595,75497.99406544189,-0.014409220753619723
63825.93077527091,-0.006968436218033447,59505.33298153771,-0.007246741910884147,50515.04049751757,-0.01910172001596855
63825.93077527094,-0.00813919204726965,61821.66359754829,-0.008209778239176346,67798.78607185814,-0.015315204549389616
63825.930775271016,-0.007325172172791938,68199.56899234628,-0.007189471891275057,69121.74039957496,-0.009741390079203716
63825.9307752711,-0.007226430911853821,59769.94864270652,-0.008717413585203393,66714.35431877147,-0.013192872304055636
